Date,Destination,Visitor_Count,Hotel_Occupancy,Flight_Arrivals,Average_Temperature,Economic_Index,Major_Event
2000-01-14,Paris,174,93.55734008277453,77,-3.779990002438023,0.5373481887492144,Cultural Event
2000-01-14,Tokyo,119,72.13062058692891,79,8.066049671841636,1.3278690037875887,Exhibition
2000-01-14,New York,109,68.63284109987373,24,13.290606464549143,1.3420230750119813,Cultural Event
2000-01-14,London,273,81.25418526272591,66,22.980488430687753,0.6383530924178014,Conference
2000-01-14,Berlin,193,99.03408317850139,49,-3.3572993292849684,0.8988209014447945,Conference
2000-01-15,Paris,68,77.55885682822544,74,5.034421093866449,0.68433367433137,Exhibition
2000-01-15,Tokyo,111,93.43920482048824,28,22.539996030614656,0.5581935955084436,Conference
2000-01-15,New York,171,66.25748170684344,53,4.5914943662961285,0.5938732900812917,Festival
2000-01-15,London,138,86.40789506870925,20,33.19461122652776,1.2378969166957685,Festival
2000-01-15,Berlin,240,77.42691594711565,86,4.9092395800462985,0.8559726786512616,Exhibition
2000-01-16,Paris,278,64.80658591222569,48,-0.35709437972335056,0.5460026420217527,Exhibition
2000-01-16,Tokyo,290,72.45653237565176,81,23.146314375200948,0.9741738290873252,
2000-01-16,New York,267,90.53457692015644,58,8.852172843576032,0.9646738129396114,Festival
2000-01-16,London,150,75.94018937589493,29,32.965829263655436,1.3866803872980475,Conference
2000-01-16,Berlin,229,74.98450458505884,38,15.125450343203507,1.3564898411883224,Conference
2000-01-17,Paris,118,87.35855077592564,35,-2.1772501039828063,1.1424192782063156,Conference
2000-01-17,Tokyo,290,94.68795734220015,51,32.6092096569983,1.075474177875879,Cultural Event
2000-01-17,New York,227,82.93468166687734,52,13.330115619660667,1.045616789315935,Conference
2000-01-17,London,150,85.03758680406291,84,33.44762255295657,1.4053506419560637,
2000-01-17,Berlin,93,70.95844509284535,31,-0.9688799449029339,0.5182218256515497,
2000-01-18,Paris,292,84.73015537351571,27,10.415864838622602,1.1816136689727896,Cultural Event
2000-01-18,Tokyo,211,70.42778112943613,26,-0.2734068951337498,1.1967371653641505,Exhibition
2000-01-18,New York,286,97.46592607422829,55,11.71784126862315,1.4675805515202476,
2000-01-18,London,213,67.09758175118891,92,17.74081134999833,1.0759245752580846,Exhibition
2000-01-18,Berlin,148,76.50470707645707,43,29.68466428838888,1.0618666921437736,
2000-01-19,Paris,61,77.15976109500073,32,24.596350417894982,0.7382361524039794,Festival
2000-01-19,Tokyo,79,96.10211626718267,81,14.862447627323107,0.8896180862192035,Festival
2000-01-19,New York,190,95.82092913984802,68,-2.860588130105244,1.4585414968831985,Cultural Event
2000-01-19,London,196,63.65146707144534,90,33.272035405058254,1.1767699044243032,Festival
2000-01-19,Berlin,101,82.93751552493144,35,12.93782087913279,0.7932107716980645,Cultural Event
2000-01-20,Paris,74,82.14812209383203,72,26.66316174903394,1.289618142794554,Exhibition
2000-01-20,Tokyo,158,97.2371642274917,77,-2.6976495993342287,1.0495288823237354,Exhibition
2000-01-20,New York,182,89.48142227164035,94,-0.31731934289576547,0.6429916820528359,Festival
2000-01-20,London,123,93.47855496949495,36,-0.9550929550883902,0.5841068061149974,Festival
2000-01-20,Berlin,190,68.90305670284123,28,27.874402371614252,1.2062422271564963,
2000-01-21,Paris,54,80.53304674769572,57,34.465583140047016,0.8742707957561203,Conference
2000-01-21,Tokyo,114,95.21439874553667,36,32.88994309535435,1.486001063822871,Conference
2000-01-21,New York,181,74.00872986801254,50,14.266679518564615,0.8779875901222545,Conference
2000-01-21,London,216,76.96888036987906,38,-0.5521007077539464,0.9926251042908592,
2000-01-21,Berlin,190,76.20808347125669,77,24.638954436426733,1.2671948531085717,Festival
2000-01-22,Paris,176,85.96841208464255,20,22.24157708387636,0.7375064712924699,Festival
2000-01-22,Tokyo,298,74.99482318094816,44,29.743965127578413,0.7235958385194526,Conference
2000-01-22,New York,183,92.08436996106937,64,33.79515306830556,0.5431599119505761,Exhibition
2000-01-22,London,198,61.73603133192691,94,31.764628611146378,0.7529901679892411,Exhibition
2000-01-22,Berlin,196,98.77210142476396,37,1.6486172763701168,0.7168091065864912,Conference
2000-01-23,Paris,192,78.18164259071094,73,18.37257247692401,1.401158010490989,
2000-01-23,Tokyo,234,96.61017366676425,93,33.01645936306235,1.3902637838909162,Conference
2000-01-23,New York,253,64.27024263743537,27,1.7871961558226213,1.1468483616687237,
2000-01-23,London,185,74.13408912104211,69,5.637516998569559,0.8603450952052683,
2000-01-23,Berlin,277,99.44842977918412,82,16.443854653764816,0.8095276162863277,
2000-01-24,Paris,261,84.11127528093195,48,0.32740500894998803,0.5762003795991631,Cultural Event
2000-01-24,Tokyo,183,97.99199653167696,88,19.536607837431596,0.9182430362906189,Cultural Event
2000-01-24,New York,105,95.06645943703171,24,-3.94532102010992,0.8764633668780496,Cultural Event
2000-01-24,London,114,79.21480327465419,68,10.06955879751763,1.249578299976072,
2000-01-24,Berlin,266,98.79657591258413,46,17.763258766629907,0.5635118295900013,Festival
2000-01-25,Paris,154,76.5927800935066,20,-4.453121406920109,0.5753590603524623,Exhibition
2000-01-25,Tokyo,269,92.51604036520311,24,34.86547348295622,1.0554317056026274,Exhibition
2000-01-25,New York,278,89.04483376287392,93,28.98589562709646,0.7473481017431977,Festival
2000-01-25,London,127,68.201813140261,20,33.16204109034889,1.10617463445088,Conference
2000-01-25,Berlin,239,95.12882669916769,51,-3.124141288351203,0.7686724820253074,Exhibition
2000-01-26,Paris,88,86.86292782371198,53,14.048427871560566,1.331371490062501,Exhibition
2000-01-26,Tokyo,99,94.08726001274161,73,33.718950617592924,0.5884082233656466,Conference
2000-01-26,New York,106,83.59823588550545,66,11.821431146603004,1.2846682639443094,Cultural Event
2000-01-26,London,191,88.16319072396894,70,31.126042347065052,1.1172637120972921,Exhibition
2000-01-26,Berlin,275,74.02350235226388,49,17.192624341689026,0.5910020910513303,
2000-01-27,Paris,275,73.93021868093201,57,13.036417896644178,1.4104712784032731,Cultural Event
2000-01-27,Tokyo,79,84.88346800911494,70,22.905674859738532,1.2964717756738773,Cultural Event
2000-01-27,New York,187,97.06350500645978,93,25.7567096526159,0.5662359778518659,Cultural Event
2000-01-27,London,118,99.20130301141909,72,8.89653632901657,0.7091307910785142,Cultural Event
2000-01-27,Berlin,92,69.60582475112773,42,0.1218335583108976,0.6519026935122944,
2000-01-28,Paris,167,87.90670294787728,23,2.275203375965793,0.8456672833238632,Conference
2000-01-28,Tokyo,244,94.97270419417669,46,21.702309540841085,0.6723198712016298,Cultural Event
2000-01-28,New York,171,68.95396263625283,40,1.757402522886582,0.7785903390319586,Exhibition
2000-01-28,London,110,61.27218725940661,89,-0.17456515597596756,0.9607787680327258,Festival
2000-01-28,Berlin,139,95.76869051583702,68,15.136690834194276,1.1903948286293653,Exhibition
2000-01-29,Paris,122,63.691623449149844,66,20.11601557963631,0.5817590319488719,
2000-01-29,Tokyo,143,66.27910730864775,67,-2.55688160580545,0.7768776481472037,
2000-01-29,New York,50,63.38068030722728,71,3.373972933468412,0.870472102791382,Exhibition
2000-01-29,London,263,69.44466132469617,47,9.756545582790896,0.9625347161331479,Conference
2000-01-29,Berlin,158,62.49365450044966,78,5.097477773760829,1.2133495858845524,Conference
2000-01-30,Paris,160,93.77762690534516,37,12.896494672938186,1.032617266455023,Exhibition
2000-01-30,Tokyo,64,64.19476666129924,47,-4.197152088890945,0.8220791655831783,Exhibition
2000-01-30,New York,280,63.568173148482245,63,4.328656461992049,0.8429268642782602,Conference
2000-01-30,London,74,87.16409276577959,86,20.95291361166304,0.9795821017542502,
2000-01-30,Berlin,277,81.48426167274191,53,17.309690638017496,1.086535434660759,Festival
2000-01-31,Paris,285,65.10321211182256,60,8.497873354876724,1.3996473971450123,
2000-01-31,Tokyo,113,82.83113218675648,75,14.929907913957607,0.830348481280914,Conference
2000-01-31,New York,170,69.48907166943978,41,4.01331190850113,0.8653568196740576,Cultural Event
2000-01-31,London,161,66.42725493038223,94,-1.4844950183942451,1.3058648867411433,
2000-01-31,Berlin,201,95.87061698505701,22,15.980455582810187,0.9103968269896615,
2000-02-01,Paris,85,99.89022139073577,25,10.914223961829666,1.4694704332753687,Conference
2000-02-01,Tokyo,53,60.212000255904215,70,27.834458926134104,1.2184572708365535,Cultural Event
2000-02-01,New York,252,82.864507578796,70,28.543302348104987,0.7050775601494591,Festival
2000-02-01,London,203,72.94716945616975,38,2.9802770935327905,1.236247183698488,Conference
2000-02-01,Berlin,189,64.59347298956814,33,6.545222129610231,1.0812382214226122,Conference
2000-02-02,Paris,188,97.28057369027736,96,16.303577302063434,0.5518235368224269,Cultural Event
2000-02-02,Tokyo,227,78.17071888876399,24,-2.4650011810892902,1.4899602323899452,Conference
2000-02-02,New York,62,87.38286191519333,84,0.5529909376808151,0.5027108994143297,
2000-02-02,London,58,83.82554962431377,43,19.244075242233546,1.2942894499664623,Conference
2000-02-02,Berlin,144,97.18116576991304,81,24.838981021948726,0.9085182929359169,Conference
2000-02-03,Paris,166,89.23469900814577,28,3.2000724021294893,0.8792285849638004,Exhibition
2000-02-03,Tokyo,50,89.64482597160236,41,-3.0762142414364924,1.2815144817514148,Festival
2000-02-03,New York,60,91.81069247439561,33,26.981485236780625,1.3251326766927973,Festival
2000-02-03,London,214,92.58298880925528,97,15.922616990764773,0.8588304841235025,Conference
2000-02-03,Berlin,286,83.53226703180226,37,27.663977578863083,0.9391349085702184,Conference
2000-02-04,Paris,63,95.98669781168692,57,16.59124247658532,0.9387446753883391,Conference
2000-02-04,Tokyo,274,69.2885078058727,85,16.742114444559544,1.4064721109645468,Festival
2000-02-04,New York,228,81.71397242453637,89,32.59328494453901,1.1277080530714179,Cultural Event
2000-02-04,London,249,87.74870429613354,34,30.145164614937528,0.9954236264039656,Conference
2000-02-04,Berlin,271,95.7557033220383,55,34.90770463695373,1.2524031200388226,
2000-02-05,Paris,278,91.14287756203004,52,-3.6587026105688247,1.0698896848713164,
2000-02-05,Tokyo,59,79.75925948523451,93,8.683269948636298,1.3212573046720129,Cultural Event
2000-02-05,New York,208,75.15286262227663,71,10.89149162241469,1.2972953657795536,Cultural Event
2000-02-05,London,54,79.45429927982431,87,23.89010273572265,1.2200365365460744,Cultural Event
2000-02-05,Berlin,144,83.93770804820909,55,16.708977733903847,0.7517990589069528,Conference
2000-02-06,Paris,118,93.07195311236313,93,8.700970287141736,0.727350983029987,
2000-02-06,Tokyo,72,78.48023214576531,65,19.59801052610618,1.4118524088429647,Cultural Event
2000-02-06,New York,153,80.23554715537864,79,18.718516210352863,0.6022126642251996,
2000-02-06,London,289,87.8660329550757,56,23.289545372535944,0.6525390429142613,Conference
2000-02-06,Berlin,141,74.97741478881687,28,11.96522685209544,1.236444235624723,Exhibition
2000-02-07,Paris,89,93.61758527921691,30,13.033574856165284,0.6132380458407553,Festival
2000-02-07,Tokyo,198,66.6208204146916,55,-0.013492751869326192,1.4208418826173723,Conference
2000-02-07,New York,112,72.45777056182564,59,19.315775751770346,0.8793056983855488,Festival
2000-02-07,London,102,73.40788966583604,71,26.511595548579695,1.103721531730139,
2000-02-07,Berlin,84,75.92674774363773,44,29.54072562451828,1.4229602317984849,Cultural Event
2000-02-08,Paris,184,73.8781280758491,53,31.738188997572045,1.0870682241365672,Festival
2000-02-08,Tokyo,236,78.09758064530774,70,4.9290577102860755,1.0776319540915473,Cultural Event
2000-02-08,New York,229,76.75701798018191,52,9.495755964665324,1.0805883502780436,Exhibition
2000-02-08,London,199,68.80388856324389,68,2.121438674790057,1.461070317469455,
2000-02-08,Berlin,226,82.29221475560192,82,34.87497007383789,1.0021950103312425,Conference
2000-02-09,Paris,50,72.39747705074444,70,3.3962237238234305,1.3980542894407137,Conference
2000-02-09,Tokyo,81,78.72927313765517,68,-3.538013286076205,0.9720669451099992,Festival
2000-02-09,New York,217,83.49814416936297,20,26.021104667800422,0.9532888347480276,Festival
2000-02-09,London,243,81.37823565028988,57,25.614251242649626,0.6029814793313155,Cultural Event
2000-02-09,Berlin,57,94.47142484054069,22,9.932372651190118,0.7707446731435538,Exhibition
2000-02-10,Paris,159,81.06313866637174,74,1.2461038946476144,1.2159722288473975,Cultural Event
2000-02-10,Tokyo,142,76.31937981459379,76,3.8788864773179768,0.7310747965880714,Festival
2000-02-10,New York,236,80.22031516424136,91,-0.8356567206170462,1.2999160853731895,Festival
2000-02-10,London,116,95.49841930054012,27,-1.0223442896261936,0.7431721909994541,
2000-02-10,Berlin,127,84.12789608707918,65,28.208794582679666,0.8971835296184548,
2000-02-11,Paris,214,65.64327395110854,33,6.7259092104405305,1.3963358185211199,Conference
2000-02-11,Tokyo,56,85.32963099643842,52,3.315450205841092,0.5265322038738197,Cultural Event
2000-02-11,New York,174,95.05776303501176,48,11.856982023699917,1.3926717110769748,Exhibition
2000-02-11,London,96,84.99045084173005,30,5.3769373372517,0.8796924081672669,Exhibition
2000-02-11,Berlin,264,61.36912443282117,39,19.96595631396536,0.9094116521912404,Conference
2000-02-12,Paris,271,74.51031578663782,72,6.778630381676706,1.4484533069621568,Conference
2000-02-12,Tokyo,135,91.19035099152123,93,17.63106479866242,1.4853673122417348,Cultural Event
2000-02-12,New York,264,91.99421023789262,33,24.667477769146622,1.1988458531609045,
2000-02-12,London,74,70.31550741732809,41,28.397209471971962,1.4844021807035521,Conference
2000-02-12,Berlin,235,96.02289204945544,56,-4.264372938101331,1.414298806560499,Exhibition
2000-02-13,Paris,134,92.60217713609828,60,5.96220882748824,1.0541780025157934,Festival
2000-02-13,Tokyo,202,79.89859575919562,95,3.2568508704241275,0.5109958286584805,Conference
2000-02-13,New York,262,70.54735210538466,50,29.95560310250061,1.0974131021703082,Festival
2000-02-13,London,61,85.3239225342979,72,2.0148511449379836,1.4144119459249598,Festival
2000-02-13,Berlin,203,76.17526006196097,81,15.756708211313502,0.546965966775055,Festival
2000-02-14,Paris,103,89.52134465705481,70,-1.3865215768956851,1.2709859255354785,Festival
2000-02-14,Tokyo,78,75.57182456167907,59,12.487735854289742,1.415513677291914,Exhibition
2000-02-14,New York,236,71.88486862492701,73,14.042016087963987,1.1636711653626481,
2000-02-14,London,295,65.40005109684827,75,3.5976151436302715,0.5311831350612847,Festival
2000-02-14,Berlin,197,66.48055511566338,81,33.20945250893916,0.6546721408832362,Exhibition
2000-02-15,Paris,250,90.83648814983287,92,-1.9944887305676495,1.2281887562036033,Exhibition
2000-02-15,Tokyo,266,88.19702198755812,61,13.387260510445245,0.5759334103696221,Cultural Event
2000-02-15,New York,291,91.97663515875917,63,33.707975528283455,0.5052538185583849,Exhibition
2000-02-15,London,61,74.43895587760107,63,27.297210072670445,1.4620987857641177,Cultural Event
2000-02-15,Berlin,66,98.0094941528321,74,15.852026696542776,0.5867052118621836,Cultural Event
2000-02-16,Paris,129,94.91783343505634,27,20.55797541337047,1.25903584553885,
2000-02-16,Tokyo,278,87.6910625807141,89,34.22307200719953,1.4033638126360248,
2000-02-16,New York,61,68.8483776727841,45,-2.9361677336516,1.1699174645500392,
2000-02-16,London,81,88.22300690062754,90,34.974139982633396,1.0558065814371798,Festival
2000-02-16,Berlin,135,96.61953190352168,33,-0.17909684854142238,1.2310236714582816,
2000-02-17,Paris,164,96.97584781506121,78,32.770659564537354,0.9742142166574638,Cultural Event
2000-02-17,Tokyo,271,62.195304585859,37,15.897383042846759,1.1445466506258222,Exhibition
2000-02-17,New York,63,83.85079513928213,79,14.242475353763457,1.384998356523281,Conference
2000-02-17,London,220,73.59499855072265,74,11.179417987274029,1.0724277594334657,
2000-02-17,Berlin,169,81.5796516950135,44,24.514230676261,1.0201681098787319,
2000-02-18,Paris,286,84.63452752729218,85,-4.023968737738479,1.3700988739009299,Conference
2000-02-18,Tokyo,207,60.009500943035384,32,16.15748536108848,1.439067698512896,Festival
2000-02-18,New York,276,62.80118822989884,65,9.028472618068406,1.267188288931127,Exhibition
2000-02-18,London,270,61.503870928250436,76,18.23028828909311,0.7716869710690041,Exhibition
2000-02-18,Berlin,170,90.73093655458072,44,8.454818553136882,1.022519191634523,Exhibition
2000-02-19,Paris,114,69.55108583073209,22,13.692430661506101,0.7970028764548822,
2000-02-19,Tokyo,291,71.85232481823961,81,18.564341378835792,0.7772656456967736,Exhibition
2000-02-19,New York,230,99.50889558944127,92,-0.6212960528353939,0.891630140540356,Cultural Event
2000-02-19,London,245,68.73015551460257,56,26.453800576622083,0.5894110023122595,Exhibition
2000-02-19,Berlin,247,99.29322060320327,82,32.78928089165641,0.9674015112498697,
2000-02-20,Paris,126,99.56739639253436,90,34.646745045479065,0.7316717013834434,Conference
2000-02-20,Tokyo,197,93.51302941132982,73,19.309471795154366,1.0126885110165085,Cultural Event
2000-02-20,New York,123,61.87781428591252,76,3.819448362807014,0.6864382621442545,Exhibition
2000-02-20,London,52,93.04822783175864,24,-2.6862929374641453,1.4691026301408114,
2000-02-20,Berlin,226,80.73041466705568,39,34.79631290585741,0.6738952492194873,Festival
2000-02-21,Paris,283,80.60991697258903,81,34.85343103226897,1.3974361480462039,Cultural Event
2000-02-21,Tokyo,276,68.97762287346643,92,30.796857649113598,1.3601268164179237,
2000-02-21,New York,60,95.09843450521521,86,5.9183749942525985,0.9766768283303684,
2000-02-21,London,244,98.22605992919014,95,-3.5831052632581972,0.829051365369871,Cultural Event
2000-02-21,Berlin,74,82.03429482436557,78,6.255638423101072,0.7526490939608851,Festival
2000-02-22,Paris,87,70.39015135041305,24,-3.0486567330730763,1.0326025194007622,Cultural Event
2000-02-22,Tokyo,86,68.80732807799245,96,30.779197238722695,1.491475335145048,Cultural Event
2000-02-22,New York,163,79.80586108055897,81,18.696311386380703,1.324680965925149,
2000-02-22,London,105,86.48448040426258,59,17.629278559831643,0.7670282701694213,Conference
2000-02-22,Berlin,55,80.8504124872166,99,21.33807338633702,1.350581729094242,Exhibition
2000-02-23,Paris,108,66.41600421320288,32,28.48053313454688,1.1974714616692836,Conference
2000-02-23,Tokyo,219,64.23336375314337,46,25.108665582305647,0.6586051052930737,
2000-02-23,New York,284,98.4526115273963,50,28.03267002259051,0.6288698674734452,Conference
2000-02-23,London,156,69.14500646099694,58,1.4303958419323282,1.3179670241190622,Festival
2000-02-23,Berlin,255,90.26543215139739,31,-4.744565131326657,0.7870381331749128,Exhibition
2000-02-24,Paris,95,73.05734306013171,36,-0.36624572878969364,0.8766953619867988,Exhibition
2000-02-24,Tokyo,241,81.59941518863423,54,0.13794872372765443,0.7833429482655816,
2000-02-24,New York,248,81.65066314704441,82,10.686048457807864,0.6794973234238334,
2000-02-24,London,86,64.10038911962717,87,1.9501390123026718,1.27085410854099,Festival
2000-02-24,Berlin,117,72.03854267787266,36,25.839371701285422,1.2085720046026294,Cultural Event
2000-02-25,Paris,167,73.83532227811827,69,34.60593491002588,1.1760522571867544,Cultural Event
2000-02-25,Tokyo,253,89.986073269717,71,25.330527837160904,0.5245869164588015,Exhibition
2000-02-25,New York,188,92.86051789629764,98,27.75142573428375,0.7525087496883822,Conference
2000-02-25,London,264,77.83610825506993,65,13.741576670743374,1.44430363495783,Conference
2000-02-25,Berlin,148,78.05548097318702,58,16.080963848474482,1.3259207657998966,
2000-02-26,Paris,124,68.83078451155042,21,25.91291120067218,0.7300536830314339,Cultural Event
2000-02-26,Tokyo,252,70.93038107992837,75,12.293392041704077,1.4436159201675989,Exhibition
2000-02-26,New York,257,94.29440368369995,25,25.40376313752389,0.9422987623809103,Exhibition
2000-02-26,London,50,72.8297096175251,57,4.198184235643447,0.7131047040250833,
2000-02-26,Berlin,113,94.72491253962124,43,9.741053748950446,1.3643582498396372,Cultural Event
2000-02-27,Paris,257,81.72931223159833,79,2.421020628124846,1.3686231679556107,Festival
2000-02-27,Tokyo,102,66.14632152644451,46,28.791329124675507,1.261023990942999,
2000-02-27,New York,180,91.8719131145611,63,-3.6989528203499233,1.4208478478156867,Exhibition
2000-02-27,London,180,67.41835498706618,34,14.260894060502004,0.6173081889623945,Festival
2000-02-27,Berlin,66,84.29225793050685,28,3.020989068013469,0.9915945467414369,Conference
2000-02-28,Paris,112,86.06077867209059,21,26.902364025487525,0.8103619589235738,
2000-02-28,Tokyo,254,65.98322570670263,40,-2.102124488217645,0.8924935564066848,Festival
2000-02-28,New York,159,98.9879940748276,57,6.666503148372129,1.1949818861265427,Conference
2000-02-28,London,82,98.10594552154868,60,-3.415246986065714,0.9805069472578289,Cultural Event
2000-02-28,Berlin,137,65.83688296140582,95,34.46650373068586,0.6424955429015132,Cultural Event
2000-02-29,Paris,129,79.29425526206366,39,8.840662705793584,1.275804735792956,Conference
2000-02-29,Tokyo,291,73.05845232975967,21,16.369688239057805,1.3825334858196001,Festival
2000-02-29,New York,207,61.328124351654665,45,10.876931048063842,0.6327157540430604,
2000-02-29,London,152,68.03436359449177,34,3.006009769792403,0.6674825822590698,
2000-02-29,Berlin,98,98.06199897421308,80,23.259029059476045,0.531586144825642,
2000-03-01,Paris,55,84.66418327449895,51,6.953435453492553,1.4352018152994597,Exhibition
2000-03-01,Tokyo,121,88.56347728529711,81,26.336909037664586,1.112257985881158,Conference
2000-03-01,New York,176,63.204593855387,99,16.90369504614945,1.3172977699624937,Cultural Event
2000-03-01,London,203,79.23615325795939,60,1.5599792395798895,0.9386072164895384,Conference
2000-03-01,Berlin,259,62.41408335962255,31,1.3817872045275337,1.3717835665922018,
2000-03-02,Paris,171,73.1606975125865,64,2.2847166275479713,1.2896985071424791,
2000-03-02,Tokyo,232,61.746466308294444,63,17.21454203750525,1.219201778272264,Exhibition
2000-03-02,New York,199,73.29258501420435,75,33.991726485871325,1.1503256863469369,Cultural Event
2000-03-02,London,251,76.13045444495327,80,-2.1120636408329663,0.5306525022058061,Cultural Event
2000-03-02,Berlin,146,93.61809625107733,68,29.730900216335222,1.227169069766308,Cultural Event
2000-03-03,Paris,238,93.84981168076197,56,8.837399701878518,0.8710387629846027,Exhibition
2000-03-03,Tokyo,69,80.1937952757207,69,29.681259844897944,1.0786754085723933,Festival
